TERYT;Wojewodztwo;Powiat;Gmina;Rodzaj gminy;Nazwa;Nazwa typu jednostki;Stan na
0408032;04;08;03;2;Chrostkowo;gmina wiejska;2010-01-01
0408043;04;08;04;3;Dobrzyń nad Wisłą;gmina miejsko-wiejska;2010-01-01
0408044;04;08;04;4;Dobrzyń nad Wisłą;miasto;2010-01-01
0408045;04;08;04;5;Dobrzyń nad Wisłą;obszar wiejski;2010-01-01
0408052;04;08;05;2;Kikół;gmina wiejska;2010-01-01
0408062;04;08;06;2;Lipno;gmina wiejska;2010-01-01
0408073;04;08;07;3;Skępe;gmina miejsko-wiejska;2010-01-01
0408074;04;08;07;4;Skępe;miasto;2010-01-01
0408075;04;08;07;5;Skępe;obszar wiejski;2010-01-01
0408082;04;08;08;2;Tłuchowo;gmina wiejska;2010-01-01
0408092;04;08;09;2;Wielgie;gmina wiejska;2010-01-01
0409000;04;09;00;0;mogileński;powiat;2010-01-01
0409012;04;09;01;2;Dąbrowa;gmina wiejska;2010-01-01
0409022;04;09;02;2;Jeziora Wielkie;gmina wiejska;2010-01-01
0409033;04;09;03;3;Mogilno;gmina miejsko-wiejska;2010-01-01
0409034;04;09;03;4;Mogilno;miasto;2010-01-01
0409035;04;09;03;5;Mogilno;obszar wiejski;2010-01-01
0409043;04;09;04;3;Strzelno;gmina miejsko-wiejska;2010-01-01
0409044;04;09;04;4;Strzelno;miasto;2010-01-01
0409045;04;09;04;5;Strzelno;obszar wiejski;2010-01-01
0410000;04;10;00;0;nakielski;powiat;2010-01-01
0410013;04;10;01;3;Kcynia;gmina miejsko-wiejska;2010-01-01
0410014;04;10;01;4;Kcynia;miasto;2010-01-01
0410015;04;10;01;5;Kcynia;obszar wiejski;2010-01-01
0410023;04;10;02;3;Mrocza;gmina miejsko-wiejska;2010-01-01
0410024;04;10;02;4;Mrocza;miasto;2010-01-01
0410025;04;10;02;5;Mrocza;obszar wiejski;2010-01-01
0410033;04;10;03;3;Nakło nad Notecią;gmina miejsko-wiejska;2010-01-01
0410034;04;10;03;4;Nakło nad Notecią;miasto;2010-01-01
0410035;04;10;03;5;Nakło nad Notecią;obszar wiejski;2010-01-01
0410042;04;10;04;2;Sadki;gmina wiejska;2010-01-01
0410053;04;10;05;3;Szubin;gmina miejsko-wiejska;2010-01-01
0410054;04;10;05;4;Szubin;miasto;2010-01-01
0410055;04;10;05;5;Szubin;obszar wiejski;2010-01-01
0411000;04;11;00;0;radziejowski;powiat;2010-01-01
0411011;04;11;01;1;Radziejów;gmina miejska;2010-01-01
0411022;04;11;02;2;Bytoń;gmina wiejska;2010-01-01
0411032;04;11;03;2;Dobre;gmina wiejska;2010-01-01
0411042;04;11;04;2;Osięciny;gmina wiejska;2010-01-01
0411053;04;11;05;3;Piotrków Kujawski;gmina miejsko-wiejska;2010-01-01
0411054;04;11;05;4;Piotrków Kujawski;miasto;2010-01-01
0411055;04;11;05;5;Piotrków Kujawski;obszar wiejski;2010-01-01
0411062;04;11;06;2;Radziejów;gmina wiejska;2010-01-01
0411072;04;11;07;2;Topólka;gmina wiejska;2010-01-01
0412000;04;12;00;0;rypiński;powiat;2010-01-01
0412011;04;12;01;1;Rypin;gmina miejska;2010-01-01
0412022;04;12;02;2;Brzuze;gmina wiejska;2010-01-01
0412032;04;12;03;2;Rogowo;gmina wiejska;2010-01-01
0412042;04;12;04;2;Rypin;gmina wiejska;2010-01-01
0412052;04;12;05;2;Skrwilno;gmina wiejska;2010-01-01
0412062;04;12;06;2;Wąpielsk;gmina wiejska;2010-01-01
0413000;04;13;00;0;sępoleński;powiat;2010-01-01
0413013;04;13;01;3;Kamień Krajeński;gmina miejsko-wiejska;2010-01-01
0413014;04;13;01;4;Kamień Krajeński;miasto;2010-01-01
0413015;04;13;01;5;Kamień Krajeński;obszar wiejski;2010-01-01
0413023;04;13;02;3;Sępólno Krajeńskie;gmina miejsko-wiejska;2010-01-01
0413024;04;13;02;4;Sępólno Krajeńskie;miasto;2010-01-01
0413025;04;13;02;5;Sępólno Krajeńskie;obszar wiejski;2010-01-01
0413032;04;13;03;2;Sośno;gmina wiejska;2010-01-01
0413043;04;13;04;3;Więcbork;gmina miejsko-wiejska;2010-01-01
0413044;04;13;04;4;Więcbork;miasto;2010-01-01
0413045;04;13;04;5;Więcbork;obszar wiejski;2010-01-01
0414000;04;14;00;0;świecki;powiat;2010-01-01
0414012;04;14;01;2;Bukowiec;gmina wiejska;2010-01-01
0414022;04;14;02;2;Dragacz;gmina wiejska;2010-01-01
0414032;04;14;03;2;Drzycim;gmina wiejska;2010-01-01
0414042;04;14;04;2;Jeżewo;gmina wiejska;2010-01-01
0414052;04;14;05;2;Lniano;gmina wiejska;2010-01-01
0414063;04;14;06;3;Nowe;gmina miejsko-wiejska;2010-01-01
0414064;04;14;06;4;Nowe;miasto;2010-01-01
0414065;04;14;06;5;Nowe;obszar wiejski;2010-01-01
0414072;04;14;07;2;Osie;gmina wiejska;2010-01-01
0414082;04;14;08;2;Pruszcz;gmina wiejska;2010-01-01
0414093;04;14;09;3;Świecie;gmina miejsko-wiejska;2010-01-01
0414094;04;14;09;4;Świecie;miasto;2010-01-01
0414095;04;14;09;5;Świecie;obszar wiejski;2010-01-01
0414102;04;14;10;2;Świekatowo;gmina wiejska;2010-01-01
0414112;04;14;11;2;Warlubie;gmina wiejska;2010-01-01
0415000;04;15;00;0;toruński;powiat;2010-01-01
0415011;04;15;01;1;Chełmża;gmina miejska;2010-01-01
0415022;04;15;02;2;Chełmża;gmina wiejska;2010-01-01
0415032;04;15;03;2;Czernikowo;gmina wiejska;2010-01-01
0415042;04;15;04;2;Lubicz;gmina wiejska;2010-01-01
0415052;04;15;05;2;Łubianka;gmina wiejska;2010-01-01
0415062;04;15;06;2;Łysomice;gmina wiejska;2010-01-01
0415072;04;15;07;2;Obrowo;gmina wiejska;2010-01-01
0415082;04;15;08;2;Wielka Nieszawka;gmina wiejska;2010-01-01
0415092;04;15;09;2;Zławieś Wielka;gmina wiejska;2010-01-01
0416000;04;16;00;0;tucholski;powiat;2010-01-01
0416012;04;16;01;2;Cekcyn;gmina wiejska;2010-01-01
0416022;04;16;02;2;Gostycyn;gmina wiejska;2010-01-01
0416032;04;16;03;2;Kęsowo;gmina wiejska;2010-01-01
0416042;04;16;04;2;Lubiewo;gmina wiejska;2010-01-01
0416052;04;16;05;2;Śliwice;gmina wiejska;2010-01-01
0416063;04;16;06;3;Tuchola;gmina miejsko-wiejska;2010-01-01
0416064;04;16;06;4;Tuchola;miasto;2010-01-01
0416065;04;16;06;5;Tuchola;obszar wiejski;2010-01-01
0417000;04;17;00;0;wąbrzeski;powiat;2010-01-01
0417011;04;17;01;1;Wąbrzeźno;gmina miejska;2010-01-01
0417022;04;17;02;2;Dębowa Łąka;gmina wiejska;2010-01-01
0417032;04;17;03;2;Książki;gmina wiejska;2010-01-01
0417042;04;17;04;2;Płużnica;gmina wiejska;2010-01-01
0417052;04;17;05;2;Wąbrzeźno;gmina wiejska;2010-01-01
0418000;04;18;00;0;włocławski;powiat;2010-01-01
0418011;04;18;01;1;Kowal;gmina miejska;2010-01-01
0418022;04;18;02;2;Baruchowo;gmina wiejska;2010-01-01
0418032;04;18;03;2;Boniewo;gmina wiejska;2010-01-01
0418043;04;18;04;3;Brześć Kujawski;gmina miejsko-wiejska;2010-01-01
0418044;04;18;04;4;Brześć Kujawski;miasto;2010-01-01
0418045;04;18;04;5;Brześć Kujawski;obszar wiejski;2010-01-01
0418052;04;18;05;2;Choceń;gmina wiejska;2010-01-01
0418063;04;18;06;3;Chodecz;gmina miejsko-wiejska;2010-01-01
0418064;04;18;06;4;Chodecz;miasto;2010-01-01
0418065;04;18;06;5;Chodecz;obszar wiejski;2010-01-01
0418072;04;18;07;2;Fabianki;gmina wiejska;2010-01-01
0418083;04;18;08;3;Izbica Kujawska;gmina miejsko-wiejska;2010-01-01
0418084;04;18;08;4;Izbica Kujawska;miasto;2010-01-01
0418085;04;18;08;5;Izbica Kujawska;obszar wiejski;2010-01-01
0418092;04;18;09;2;Kowal;gmina wiejska;2010-01-01
0418102;04;18;10;2;Lubanie;gmina wiejska;2010-01-01
0418113;04;18;11;3;Lubień Kujawski;gmina miejsko-wiejska;2010-01-01
0418114;04;18;11;4;Lubień Kujawski;miasto;2010-01-01
0418115;04;18;11;5;Lubień Kujawski;obszar wiejski;2010-01-01
0418123;04;18;12;3;Lubraniec;gmina miejsko-wiejska;2010-01-01
0418124;04;18;12;4;Lubraniec;miasto;2010-01-01
0418125;04;18;12;5;Lubraniec;obszar wiejski;2010-01-01
0418132;04;18;13;2;Włocławek;gmina wiejska;2010-01-01
0419000;04;19;00;0;żniński;powiat;2010-01-01
0419013;04;19;01;3;Barcin;gmina miejsko-wiejska;2010-01-01
0419014;04;19;01;4;Barcin;miasto;2010-01-01
0419015;04;19;01;5;Barcin;obszar wiejski;2010-01-01
0419022;04;19;02;2;Gąsawa;gmina wiejska;2010-01-01
0419033;04;19;03;3;Janowiec Wielkopolski;gmina miejsko-wiejska;2010-01-01
0419034;04;19;03;4;Janowiec Wielkopolski;miasto;2010-01-01
0419035;04;19;03;5;Janowiec Wielkopolski;obszar wiejski;2010-01-01
0419043;04;19;04;3;Łabiszyn;gmina miejsko-wiejska;2010-01-01
0419044;04;19;04;4;Łabiszyn;miasto;2010-01-01
0419045;04;19;04;5;Łabiszyn;obszar wiejski;2010-01-01
0419052;04;19;05;2;Rogowo;gmina wiejska;2010-01-01
0419063;04;19;06;3;Żnin;gmina miejsko-wiejska;2010-01-01
0419064;04;19;06;4;Żnin;miasto;2010-01-01
0419065;04;19;06;5;Żnin;obszar wiejski;2010-01-01
0461000;04;61;00;0;Bydgoszcz;miasto na prawach powiatu;2010-01-01
0461011;04;61;01;1;Bydgoszcz;gmina miejska;2010-01-01
0462000;04;62;00;0;Grudziądz;miasto na prawach powiatu;2010-01-01
0462011;04;62;01;1;Grudziądz;gmina miejska;2010-01-01
0463000;04;63;00;0;Toruń;miasto na prawach powiatu;2010-01-01
0463011;04;63;01;1;Toruń;gmina miejska;2010-01-01
0464000;04;64;00;0;Włocławek;miasto na prawach powiatu;2010-01-01
0464011;04;64;01;1;Włocławek;gmina miejska;2010-01-01
0600000;06;00;00;0;LUBELSKIE;województwo;2010-01-01
0601000;06;01;00;0;bialski;powiat;2010-01-01
0601011;06;01;01;1;Międzyrzec Podlaski;gmina miejska;2010-01-01
0601021;06;01;02;1;Terespol;gmina miejska;2010-01-01
0601032;06;01;03;2;Biała Podlaska;gmina wiejska;2010-01-01
0601042;06;01;04;2;Drelów;gmina wiejska;2010-01-01
0601052;06;01;05;2;Janów Podlaski;gmina wiejska;2010-01-01
0601062;06;01;06;2;Kodeń;gmina wiejska;2010-01-01
0601072;06;01;07;2;Konstantynów;gmina wiejska;2010-01-01
0601082;06;01;08;2;Leśna Podlaska;gmina wiejska;2010-01-01
0601092;06;01;09;2;Łomazy;gmina wiejska;2010-01-01
0601102;06;01;10;2;Międzyrzec Podlaski;gmina wiejska;2010-01-01
0601112;06;01;11;2;Piszczac;gmina wiejska;2010-01-01
0601122;06;01;12;2;Rokitno;gmina wiejska;2010-01-01
0601132;06;01;13;2;Rossosz;gmina wiejska;2010-01-01
0601142;06;01;14;2;Sławatycze;gmina wiejska;2010-01-01
0601152;06;01;15;2;Sosnówka;gmina wiejska;2010-01-01
0601162;06;01;16;2;Terespol;gmina wiejska;2010-01-01
0601172;06;01;17;2;Tuczna;gmina wiejska;2010-01-01
0601182;06;01;18;2;Wisznice;gmina wiejska;2010-01-01
0601192;06;01;19;2;Zalesie;gmina wiejska;2010-01-01
0602000;06;02;00;0;biłgorajski;powiat;2010-01-01
0602011;06;02;01;1;Biłgoraj;gmina miejska;2010-01-01
0602022;06;02;02;2;Aleksandrów;gmina wiejska;2010-01-01
0602032;06;02;03;2;Biłgoraj;gmina wiejska;2010-01-01
0602042;06;02;04;2;Biszcza;gmina wiejska;2010-01-01
0602053;06;02;05;3;Frampol;gmina miejsko-wiejska;2010-01-01
0602054;06;02;05;4;Frampol;miasto;2010-01-01
0602055;06;02;05;5;Frampol;obszar wiejski;2010-01-01
0602062;06;02;06;2;Goraj;gmina wiejska;2010-01-01
0602073;06;02;07;3;Józefów;gmina miejsko-wiejska;2010-01-01
0602074;06;02;07;4;Józefów;miasto;2010-01-01
0602075;06;02;07;5;Józefów;obszar wiejski;2010-01-01
0602082;06;02;08;2;Księżpol;gmina wiejska;2010-01-01
0602092;06;02;09;2;Łukowa;gmina wiejska;2010-01-01
0602102;06;02;10;2;Obsza;gmina wiejska;2010-01-01
0602112;06;02;11;2;Potok Górny;gmina wiejska;2010-01-01
0602123;06;02;12;3;Tarnogród;gmina miejsko-wiejska;2010-01-01
0602124;06;02;12;4;Tarnogród;miasto;2010-01-01
0602125;06;02;12;5;Tarnogród;obszar wiejski;2010-01-01
0602132;06;02;13;2;Tereszpol;gmina wiejska;2010-01-01
0602142;06;02;14;2;Turobin;gmina wiejska;2010-01-01
0603000;06;03;00;0;chełmski;powiat;2010-01-01
0603011;06;03;01;1;Rejowiec Fabryczny;gmina miejska;2010-01-01
0603022;06;03;02;2;Białopole;gmina wiejska;2010-01-01
0603032;06;03;03;2;Chełm;gmina wiejska;2010-01-01
0603042;06;03;04;2;Dorohusk;gmina wiejska;2010-01-01
0603052;06;03;05;2;Dubienka;gmina wiejska;2010-01-01
0603062;06;03;06;2;Kamień;gmina wiejska;2010-01-01
0603072;06;03;07;2;Leśniowice;gmina wiejska;2010-01-01
0603082;06;03;08;2;Rejowiec Fabryczny;gmina wiejska;2010-01-01
0603092;06;03;09;2;Ruda-Huta;gmina wiejska;2010-01-01
0603102;06;03;10;2;Sawin;gmina wiejska;2010-01-01
0603112;06;03;11;2;Siedliszcze;gmina wiejska;2010-01-01
0603122;06;03;12;2;Wierzbica;gmina wiejska;2010-01-01
0603132;06;03;13;2;Wojsławice;gmina wiejska;2010-01-01
0603142;06;03;14;2;Żmudź;gmina wiejska;2010-01-01
0603152;06;03;15;2;Rejowiec;gmina wiejska;2010-01-01
0604000;06;04;00;0;hrubieszowski;powiat;2010-01-01
0604011;06;04;01;1;Hrubieszów;gmina miejska;2010-01-01
0604022;06;04;02;2;Dołhobyczów;gmina wiejska;2010-01-01
0604032;06;04;03;2;Horodło;gmina wiejska;2010-01-01
0604042;06;04;04;2;Hrubieszów;gmina wiejska;2010-01-01
0604052;06;04;05;2;Mircze;gmina wiejska;2010-01-01
0604062;06;04;06;2;Trzeszczany;gmina wiejska;2010-01-01
0604072;06;04;07;2;Uchanie;gmina wiejska;2010-01-01
0604082;06;04;08;2;Werbkowice;gmina wiejska;2010-01-01
0605000;06;05;00;0;janowski;powiat;2010-01-01
0605012;06;05;01;2;Batorz;gmina wiejska;2010-01-01
0605022;06;05;02;2;Chrzanów;gmina wiejska;2010-01-01
0605032;06;05;03;2;Dzwola;gmina wiejska;2010-01-01
0605042;06;05;04;2;Godziszów;gmina wiejska;2010-01-01
0605053;06;05;05;3;Janów Lubelski;gmina miejsko-wiejska;2010-01-01
0605054;06;05;05;4;Janów Lubelski;miasto;2010-01-01
0605055;06;05;05;5;Janów Lubelski;obszar wiejski;2010-01-01
0605062;06;05;06;2;Modliborzyce;gmina wiejska;2010-01-01
0605072;06;05;07;2;Potok Wielki;gmina wiejska;2010-01-01
0606000;06;06;00;0;krasnostawski;powiat;2010-01-01
0606011;06;06;01;1;Krasnystaw;gmina miejska;2010-01-01
0606022;06;06;02;2;Fajsławice;gmina wiejska;2010-01-01
0606032;06;06;03;2;Gorzków;gmina wiejska;2010-01-01
0606042;06;06;04;2;Izbica;gmina wiejska;2010-01-01
0606052;06;06;05;2;Krasnystaw;gmina wiejska;2010-01-01
0606062;06;06;06;2;Kraśniczyn;gmina wiejska;2010-01-01
0606072;06;06;07;2;Łopiennik Górny;gmina wiejska;2010-01-01
0606092;06;06;09;2;Rudnik;gmina wiejska;2010-01-01
0606102;06;06;10;2;Siennica Różana;gmina wiejska;2010-01-01
0606112;06;06;11;2;Żółkiewka;gmina wiejska;2010-01-01
0607000;06;07;00;0;kraśnicki;powiat;2010-01-01
0607011;06;07;01;1;Kraśnik;gmina miejska;2010-01-01
0607023;06;07;02;3;Annopol;gmina miejsko-wiejska;2010-01-01
0607024;06;07;02;4;Annopol;miasto;2010-01-01
0607025;06;07;02;5;Annopol;obszar wiejski;2010-01-01
0607032;06;07;03;2;Dzierzkowice;gmina wiejska;2010-01-01
0607042;06;07;04;2;Gościeradów;gmina wiejska;2010-01-01
0607052;06;07;05;2;Kraśnik;gmina wiejska;2010-01-01
0607062;06;07;06;2;Szastarka;gmina wiejska;2010-01-01
0607072;06;07;07;2;Trzydnik Duży;gmina wiejska;2010-01-01
0607082;06;07;08;2;Urzędów;gmina wiejska;2010-01-01
0607092;06;07;09;2;Wilkołaz;gmina wiejska;2010-01-01
0607102;06;07;10;2;Zakrzówek;gmina wiejska;2010-01-01
0608000;06;08;00;0;lubartowski;powiat;2010-01-01
0608011;06;08;01;1;Lubartów;gmina miejska;2010-01-01
0608022;06;08;02;2;Abramów;gmina wiejska;2010-01-01
0608032;06;08;03;2;Firlej;gmina wiejska;2010-01-01
0608042;06;08;04;2;Jeziorzany;gmina wiejska;2010-01-01
0608052;06;08;05;2;Kamionka;gmina wiejska;2010-01-01
0608063;06;08;06;3;Kock;gmina miejsko-wiejska;2010-01-01
0608064;06;08;06;4;Kock;miasto;2010-01-01
0608065;06;08;06;5;Kock;obszar wiejski;2010-01-01
0608072;06;08;07;2;Lubartów;gmina wiejska;2010-01-01
0608082;06;08;08;2;Michów;gmina wiejska;2010-01-01
0608092;06;08;09;2;Niedźwiada;gmina wiejska;2010-01-01
0608103;06;08;10;3;Ostrów Lubelski;gmina miejsko-wiejska;2010-01-01
0608104;06;08;10;4;Ostrów Lubelski;miasto;2010-01-01
0608105;06;08;10;5;Ostrów Lubelski;obszar wiejski;2010-01-01
0608112;06;08;11;2;Ostrówek;gmina wiejska;2010-01-01
0608122;06;08;12;2;Serniki;gmina wiejska;2010-01-01
0608132;06;08;13;2;Uścimów;gmina wiejska;2010-01-01
0609000;06;09;00;0;lubelski;powiat;2010-01-01
0609013;06;09;01;3;Bełżyce;gmina miejsko-wiejska;2010-01-01
0609014;06;09;01;4;Bełżyce;miasto;2010-01-01
0609015;06;09;01;5;Bełżyce;obszar wiejski;2010-01-01
0609022;06;09;02;2;Borzechów;gmina wiejska;2010-01-01
0609033;06;09;03;3;Bychawa;gmina miejsko-wiejska;2010-01-01
0609034;06;09;03;4;Bychawa;miasto;2010-01-01
0609035;06;09;03;5;Bychawa;obszar wiejski;2010-01-01
0609042;06;09;04;2;Garbów;gmina wiejska;2010-01-01
0609052;06;09;05;2;Głusk;gmina wiejska;2010-01-01
0609062;06;09;06;2;Jabłonna;gmina wiejska;2010-01-01
0609072;06;09;07;2;Jastków;gmina wiejska;2010-01-01
0609082;06;09;08;2;Konopnica;gmina wiejska;2010-01-01
0609092;06;09;09;2;Krzczonów;gmina wiejska;2010-01-01
0609102;06;09;10;2;Niedrzwica Duża;gmina wiejska;2010-01-01
0609112;06;09;11;2;Niemce;gmina wiejska;2010-01-01
0609122;06;09;12;2;Strzyżewice;gmina wiejska;2010-01-01
0609132;06;09;13;2;Wojciechów;gmina wiejska;2010-01-01
0609142;06;09;14;2;Wólka;gmina wiejska;2010-01-01
0609152;06;09;15;2;Wysokie;gmina wiejska;2010-01-01
0609162;06;09;16;2;Zakrzew;gmina wiejska;2010-01-01
0610000;06;10;00;0;łęczyński;powiat;2010-01-01
0610012;06;10;01;2;Cyców;gmina wiejska;2010-01-01
0610022;06;10;02;2;Ludwin;gmina wiejska;2010-01-01
0610033;06;10;03;3;Łęczna;gmina miejsko-wiejska;2010-01-01
0610034;06;10;03;4;Łęczna;miasto;2010-01-01
0610035;06;10;03;5;Łęczna;obszar wiejski;2010-01-01
0610042;06;10;04;2;Milejów;gmina wiejska;2010-01-01
0610052;06;10;05;2;Puchaczów;gmina wiejska;2010-01-01
0610062;06;10;06;2;Spiczyn;gmina wiejska;2010-01-01
0611000;06;11;00;0;łukowski;powiat;2010-01-01
0611011;06;11;01;1;Łuków;gmina miejska;2010-01-01
0611021;06;11;02;1;Stoczek Łukowski;gmina miejska;2010-01-01
0611032;06;11;03;2;Adamów;gmina wiejska;2010-01-01
0611042;06;11;04;2;Krzywda;gmina wiejska;2010-01-01
0611052;06;11;05;2;Łuków;gmina wiejska;2010-01-01
0611062;06;11;06;2;Serokomla;gmina wiejska;2010-01-01
0611072;06;11;07;2;Stanin;gmina wiejska;2010-01-01
0611082;06;11;08;2;Stoczek Łukowski;gmina wiejska;2010-01-01
0611092;06;11;09;2;Trzebieszów;gmina wiejska;2010-01-01
0611102;06;11;10;2;Wojcieszków;gmina wiejska;2010-01-01
0611112;06;11;11;2;Wola Mysłowska;gmina wiejska;2010-01-01
0612000;06;12;00;0;opolski;powiat;2010-01-01
0612012;06;12;01;2;Chodel;gmina wiejska;2010-01-01
0612022;06;12;02;2;Józefów nad Wisłą;gmina wiejska;2010-01-01
0612032;06;12;03;2;Karczmiska;gmina wiejska;2010-01-01
0612042;06;12;04;2;Łaziska;gmina wiejska;2010-01-01
0612053;06;12;05;3;Opole Lubelskie;gmina miejsko-wiejska;2010-01-01
0612054;06;12;05;4;Opole Lubelskie;miasto;2010-01-01
0612055;06;12;05;5;Opole Lubelskie;obszar wiejski;2010-01-01
0612063;06;12;06;3;Poniatowa;gmina miejsko-wiejska;2010-01-01
0612064;06;12;06;4;Poniatowa;miasto;2010-01-01
0612065;06;12;06;5;Poniatowa;obszar wiejski;2010-01-01
0612072;06;12;07;2;Wilków;gmina wiejska;2010-01-01
0613000;06;13;00;0;parczewski;powiat;2010-01-01
0613012;06;13;01;2;Dębowa Kłoda;gmina wiejska;2010-01-01
0613022;06;13;02;2;Jabłoń;gmina wiejska;2010-01-01
0613032;06;13;03;2;Milanów;gmina wiejska;2010-01-01
0613043;06;13;04;3;Parczew;gmina miejsko-wiejska;2010-01-01
0613044;06;13;04;4;Parczew;miasto;2010-01-01
0613045;06;13;04;5;Parczew;obszar wiejski;2010-01-01
0613052;06;13;05;2;Podedwórze;gmina wiejska;2010-01-01
0613062;06;13;06;2;Siemień;gmina wiejska;2010-01-01
0613072;06;13;07;2;Sosnowica;gmina wiejska;2010-01-01
0614000;06;14;00;0;puławski;powiat;2010-01-01
0614011;06;14;01;1;Puławy;gmina miejska;2010-01-01
0614022;06;14;02;2;Baranów;gmina wiejska;2010-01-01
0614032;06;14;03;2;Janowiec;gmina wiejska;2010-01-01
0614043;06;14;04;3;Kazimierz Dolny;gmina miejsko-wiejska;2010-01-01
0614044;06;14;04;4;Kazimierz Dolny;miasto;2010-01-01
0614045;06;14;04;5;Kazimierz Dolny;obszar wiejski;2010-01-01
0614052;06;14;05;2;Końskowola;gmina wiejska;2010-01-01
0614062;06;14;06;2;Kurów;gmina wiejska;2010-01-01
0614072;06;14;07;2;Markuszów;gmina wiejska;2010-01-01
0614083;06;14;08;3;Nałęczów;gmina miejsko-wiejska;2010-01-01
0614084;06;14;08;4;Nałęczów;miasto;2010-01-01
0614085;06;14;08;5;Nałęczów;obszar wiejski;2010-01-01
0614092;06;14;09;2;Puławy;gmina wiejska;2010-01-01
0614102;06;14;10;2;Wąwolnica;gmina wiejska;2010-01-01
0614112;06;14;11;2;Żyrzyn;gmina wiejska;2010-01-01
0615000;06;15;00;0;radzyński;powiat;2010-01-01
0615011;06;15;01;1;Radzyń Podlaski;gmina miejska;2010-01-01
0615022;06;15;02;2;Borki;gmina wiejska;2010-01-01
0615032;06;15;03;2;Czemierniki;gmina wiejska;2010-01-01
0615042;06;15;04;2;Kąkolewnica Wschodnia;gmina wiejska;2010-01-01
0615052;06;15;05;2;Komarówka Podlaska;gmina wiejska;2010-01-01
0615062;06;15;06;2;Radzyń Podlaski;gmina wiejska;2010-01-01
0615072;06;15;07;2;Ulan-Majorat;gmina wiejska;2010-01-01
0615082;06;15;08;2;Wohyń;gmina wiejska;2010-01-01
0616000;06;16;00;0;rycki;powiat;2010-01-01
0616011;06;16;01;1;Dęblin;gmina miejska;2010-01-01
0616022;06;16;02;2;Kłoczew;gmina wiejska;2010-01-01
0616032;06;16;03;2;Nowodwór;gmina wiejska;2010-01-01
0616043;06;16;04;3;Ryki;gmina miejsko-wiejska;2010-01-01
0616044;06;16;04;4;Ryki;miasto;2010-01-01
0616045;06;16;04;5;Ryki;obszar wiejski;2010-01-01
0616052;06;16;05;2;Stężyca;gmina wiejska;2010-01-01
0616062;06;16;06;2;Ułęż;gmina wiejska;2010-01-01
0617000;06;17;00;0;świdnicki;powiat;2010-01-01
0617011;06;17;01;1;Świdnik;gmina miejska;2010-01-01
0617022;06;17;02;2;Mełgiew;gmina wiejska;2010-01-01
0617033;06;17;03;3;Piaski;gmina miejsko-wiejska;2010-01-01
0617034;06;17;03;4;Piaski;miasto;2010-01-01
0617035;06;17;03;5;Piaski;obszar wiejski;2010-01-01
0617042;06;17;04;2;Rybczewice;gmina wiejska;2010-01-01
0617052;06;17;05;2;Trawniki;gmina wiejska;2010-01-01
0618000;06;18;00;0;tomaszowski;powiat;2010-01-01
0618011;06;18;01;1;Tomaszów Lubelski;gmina miejska;2010-01-01
0618022;06;18;02;2;Bełżec;gmina wiejska;2010-01-01
0618032;06;18;03;2;Jarczów;gmina wiejska;2010-01-01
0618042;06;18;04;2;Krynice;gmina wiejska;2010-01-01
0618052;06;18;05;2;Lubycza Królewska;gmina wiejska;2010-01-01
0618063;06;18;06;3;Łaszczów;gmina miejsko-wiejska;2010-01-01
0618064;06;18;06;4;Łaszczów;miasto;2010-01-01
0618065;06;18;06;5;Łaszczów;obszar wiejski;2010-01-01
0618072;06;18;07;2;Rachanie;gmina wiejska;2010-01-01
0618082;06;18;08;2;Susiec;gmina wiejska;2010-01-01
0618092;06;18;09;2;Tarnawatka;gmina wiejska;2010-01-01
0618102;06;18;10;2;Telatyn;gmina wiejska;2010-01-01
0618112;06;18;11;2;Tomaszów Lubelski;gmina wiejska;2010-01-01
